,index,isp,ik,ib,1s,2s,2p,3s,3p,3d,4s,4p,4d,5s,5p,5d,6s,6p,sum,EF_PBE,EF_HSE,eig_PBE,eig_HSE,eigshift(eV)
2895,2895,0,53,33,0.0000,0.0040,0.0670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0040,0.0180,0.0000,0.0000,0.0000,0.1140,5.79317896,7.38133171,9.80053979,10.61715043,0.81661064
2896,2896,0,53,34,0.0000,0.0000,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.1250,0.0840,0.0000,0.0000,0.0000,0.2550,8.11803001,9.73182805,12.12539084,12.96764677,0.84225593
2897,2897,0,53,35,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.0830,0.0000,0.0000,0.0000,0.1050,8.99128292,10.34477236,12.99864375,13.58059108,0.58194733
2898,2898,0,53,36,0.0000,0.0150,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0910,0.0200,0.0000,0.0000,0.0000,0.1320,9.27132058,10.86984025,13.27868141,14.10565897,0.82697756
2899,2899,0,53,37,0.0000,0.0120,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0000,0.0530,0.0000,0.0000,0.0000,0.0870,9.75483032,11.19918635,13.76219115,14.43500507,0.67281392
2900,2900,0,53,38,0.0000,0.0000,0.0450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.0000,0.0620,0.0000,0.0000,0.0000,0.1300,10.56406576,12.12739800,14.57142659,15.36321672,0.79179013
2901,2901,0,53,39,0.0000,0.0010,0.0670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0260,0.0170,0.0600,0.0000,0.0000,0.0000,0.1710,10.57080923,12.32108505,14.57817006,15.55690377,0.97873371
2902,2902,0,53,40,0.0000,0.0000,0.0460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0200,0.0020,0.0000,0.0000,0.0000,0.0730,12.97960915,14.66914932,16.98696998,17.90496804,0.91799806
2903,2903,0,53,41,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000,0.0820,0.0000,0.0000,0.0000,0.0990,13.05771685,14.79682461,17.06507768,18.03264333,0.96756565
2904,2904,0,53,42,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0680,0.0010,0.0000,0.0000,0.0000,0.0000,0.0780,13.61406594,14.97138503,17.62142677,18.20720375,0.58577698
2905,2905,0,53,43,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.1200,0.0000,0.0000,0.0000,0.1700,13.65583349,15.28118706,17.66319432,18.51700578,0.85381146
2906,2906,0,53,44,0.0000,0.0080,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0330,0.0840,0.0000,0.0000,0.0000,0.1350,14.40303180,16.21689371,18.41039263,19.45271243,1.04231980
2907,2907,0,53,45,0.0000,0.0060,0.0130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,0.0000,0.0000,0.0000,0.0330,15.58298600,17.12419578,19.59034683,20.36001450,0.76966767
2908,2908,0,53,46,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0000,0.1120,0.0000,0.0000,0.0000,0.1410,15.85960485,17.46306913,19.86696568,20.69888785,0.83192217
2909,2909,0,53,47,0.0000,0.0000,0.0270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.0430,0.0000,0.0000,0.0000,0.0820,17.31190236,19.11496282,21.31926319,22.35078154,1.03151835
2910,2910,0,53,48,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0380,0.0130,0.0140,0.0000,0.0000,0.0000,0.0670,17.97550205,19.53012059,21.98286288,22.76593931,0.78307643
2911,2911,0,53,49,0.0000,0.0020,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0810,0.0000,0.0220,0.0000,0.0000,0.0000,0.1250,18.14036824,19.81747936,22.14772907,23.05329808,0.90556901
2912,2912,0,53,50,0.0000,0.0100,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000,0.0280,0.0000,0.0000,0.0000,0.0660,19.08857514,20.79137215,23.09593597,24.02719087,0.93125490
2913,2913,0,53,51,0.0000,0.0050,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0580,0.0050,0.0000,0.0000,0.0000,0.0000,0.0750,20.22910347,21.88154953,24.23646430,25.11736825,0.88090395
2914,2914,0,53,52,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0670,0.0000,0.0630,0.0000,0.0000,0.0000,0.1300,20.56012340,22.22745748,24.56748423,25.46327620,0.89579197
2915,2915,0,53,53,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0010,0.0000,0.0000,0.0000,0.0000,0.0250,20.58661091,22.31173299,24.59397174,25.54755171,0.95357997
2916,2916,0,54,0,0.0000,0.3740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0090,0.0000,0.0000,0.0000,0.0000,0.3990,-18.24938366,-19.91734194,-14.24202283,-16.68152322,-2.43950039
2917,2917,0,54,1,0.0000,0.3840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0010,0.0120,0.0000,0.0000,0.0000,0.4000,-18.00460619,-19.65709955,-13.99724536,-16.42128083,-2.42403547
2918,2918,0,54,2,0.0000,0.0000,0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0870,0.0090,0.0010,0.0000,0.0000,0.0000,0.2670,-6.12307088,-6.65780210,-2.11571005,-3.42198338,-1.30627333
2919,2919,0,54,3,0.0000,0.0000,0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.1870,0.0230,0.0000,0.0000,0.0000,0.0000,0.3800,-6.06353412,-6.60377454,-2.05617329,-3.36795582,-1.31178253
2920,2920,0,54,4,0.0000,0.0030,0.1790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0420,0.0010,0.0070,0.0000,0.0000,0.0000,0.2320,-5.48408475,-5.99442134,-1.47672392,-2.75860262,-1.28187870
2921,2921,0,54,5,0.0000,0.0030,0.1680,0.0000,0.0000,0.0000,0.0000,0.0000,0.1290,0.0050,0.0040,0.0000,0.0000,0.0000,0.3090,-5.24923134,-5.75317859,-1.24187051,-2.51735987,-1.27548936
2922,2922,0,54,6,0.0000,0.0000,0.1540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0000,0.0240,0.0000,0.0000,0.0000,0.1970,-4.63825148,-5.17561119,-0.63089065,-1.93979247,-1.30890182
2923,2923,0,54,7,0.0000,0.0010,0.1550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0590,0.0010,0.0080,0.0000,0.0000,0.0000,0.2240,-4.53164722,-5.07447478,-0.52428639,-1.83865606,-1.31436967
2924,2924,0,54,8,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.1020,0.0160,0.0030,0.0000,0.0000,0.0000,0.1220,-3.76985988,-4.39858402,0.23750095,-1.16276530,-1.40026625
2925,2925,0,54,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1840,0.0020,0.0010,0.0000,0.0000,0.0000,0.1870,-3.72266478,-4.33527497,0.28469605,-1.09945625,-1.38415230
2926,2926,0,54,10,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.2060,0.0070,0.0000,0.0000,0.0000,0.0000,0.2190,-3.66470422,-4.23742124,0.34265661,-1.00160252,-1.34425913
2927,2927,0,54,11,0.0000,0.0000,0.0130,0.0000,0.0000,0.0000,0.0000,0.0000,0.3780,0.0050,0.0010,0.0000,0.0000,0.0000,0.3970,-3.38842713,-4.01837386,0.61893370,-0.78255514,-1.40148884
2928,2928,0,54,12,0.0000,0.0020,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.3260,0.0020,0.0000,0.0000,0.0000,0.0000,0.3410,-3.26757698,-3.89914549,0.73978385,-0.66332677,-1.40311062
2929,2929,0,54,13,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.2100,0.0010,0.0020,0.0000,0.0000,0.0000,0.2210,-3.23613725,-3.86134028,0.77122358,-0.62552156,-1.39674514
2930,2930,0,54,14,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.1870,0.0000,0.0010,0.0000,0.0000,0.0000,0.1890,-3.14081814,-3.77008172,0.86654269,-0.53426300,-1.40080569
2931,2931,0,54,15,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.2900,0.0020,0.0020,0.0000,0.0000,0.0000,0.2960,-3.12435223,-3.76170943,0.88300860,-0.52589071,-1.40889931
2932,2932,0,54,16,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.1710,0.0040,0.0010,0.0000,0.0000,0.0000,0.1770,-3.01333656,-3.62792723,0.99402427,-0.39210851,-1.38613278
2933,2933,0,54,17,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.2540,-2.95228179,-3.60506110,1.05507904,-0.36924238,-1.42432142
2934,2934,0,54,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3170,0.0000,0.0000,0.0000,0.0000,0.0000,0.3170,-2.90970713,-3.57248653,1.09765370,-0.33666781,-1.43432151
2935,2935,0,54,19,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1030,-2.72585089,-3.35837330,1.28150994,-0.12255458,-1.40406452
2936,2936,0,54,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3230,0.0000,0.0000,0.0000,0.0000,0.0000,0.3230,-2.71442284,-3.35500881,1.29293799,-0.11919009,-1.41212808
2937,2937,0,54,21,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.3410,0.0000,0.0000,0.0000,0.0000,0.0000,0.3430,-2.64387656,-3.29796660,1.36348427,-0.06214788,-1.42563215
2938,2938,0,54,22,0.0000,0.0030,0.0620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0980,0.0050,0.0060,0.0000,0.0000,0.0000,0.1740,-2.31426300,-2.68959975,1.69309783,0.54621897,-1.14687886
2939,2939,0,54,23,0.0000,0.0000,0.1540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0000,0.0210,0.0000,0.0000,0.0000,0.1930,-1.88998794,-2.24047982,2.11737289,0.99533890,-1.12203399
2940,2940,0,54,24,0.0000,0.0020,0.1320,0.0000,0.0000,0.0000,0.0000,0.0000,0.1080,0.0100,0.0050,0.0000,0.0000,0.0000,0.2570,-1.82118671,-2.09909609,2.18617412,1.13672263,-1.04945149
2941,2941,0,54,25,0.0000,0.0000,0.0720,0.0000,0.0000,0.0000,0.0000,0.0000,0.1620,0.0250,0.0050,0.0000,0.0000,0.0000,0.2640,-1.34692170,-1.53939302,2.66043913,1.69642570,-0.96401343
2942,2942,0,54,26,0.0000,0.0000,0.0940,0.0000,0.0000,0.0000,0.0000,0.0000,0.2010,0.0670,0.0020,0.0000,0.0000,0.0000,0.3640,-0.58665072,-0.70215813,3.42071011,2.53366059,-0.88704952
2943,2943,0,54,27,0.0000,0.0020,0.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0710,0.0030,0.0010,0.0000,0.0000,0.0000,0.2050,-0.50192081,-0.61882365,3.50544002,2.61699507,-0.88844495
2944,2944,0,54,28,0.0000,0.0350,0.0950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0710,0.0320,0.0070,0.0000,0.0000,0.0000,0.2400,1.46080915,2.60420236,5.46816998,5.84002108,0.37185110
2945,2945,0,54,29,0.0000,0.0110,0.1180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0410,0.0110,0.0310,0.0000,0.0000,0.0000,0.2120,2.98376786,4.18598276,6.99112869,7.42180148,0.43067279
2946,2946,0,54,30,0.0000,0.0000,0.0560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0440,0.0070,0.0370,0.0000,0.0000,0.0000,0.1440,3.50863813,4.64756009,7.51599896,7.88337881,0.36737985
2947,2947,0,54,31,0.0000,0.0160,0.0340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0030,0.0360,0.0000,0.0000,0.0000,0.1090,5.15956145,6.55749668,9.16692228,9.79331540,0.62639312
2948,2948,0,54,32,0.0000,0.0000,0.0320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0280,0.0620,0.0510,0.0000,0.0000,0.0000,0.1730,5.35531471,6.69242559,9.36267554,9.92824431,0.56556877
2949,2949,0,54,33,0.0000,0.0010,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240,0.0150,0.0290,0.0000,0.0000,0.0000,0.0970,6.25230854,7.69785249,10.25966937,10.93367121,0.67400184
2950,2950,0,54,34,0.0000,0.0000,0.0420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.1100,0.0720,0.0000,0.0000,0.0000,0.2420,7.99926404,9.59450831,12.00662487,12.83032703,0.82370216
2951,2951,0,54,35,0.0000,0.0050,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240,0.0410,0.0130,0.0000,0.0000,0.0000,0.1040,8.84550109,10.38106931,12.85286192,13.61688803,0.76402611
2952,2952,0,54,36,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0060,0.1040,0.0000,0.0000,0.0000,0.1230,9.33940818,10.75286947,13.34676901,13.98868819,0.64191918
2953,2953,0,54,37,0.0000,0.0100,0.0540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0290,0.0490,0.0000,0.0000,0.0000,0.1480,9.69337041,11.32987275,13.70073124,14.56569147,0.86496023
2954,2954,0,54,38,0.0000,0.0070,0.0340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0260,0.0950,0.0000,0.0000,0.0000,0.1720,10.88687887,12.56858922,14.89423970,15.80440794,0.91016824
2955,2955,0,54,39,0.0000,0.0020,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0290,0.0000,0.0420,0.0000,0.0000,0.0000,0.1100,11.52278797,13.08715314,15.53014880,16.32297186,0.79282306
2956,2956,0,54,40,0.0000,0.0060,0.0390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0110,0.0380,0.0000,0.0000,0.0000,0.1100,12.01971033,13.62142631,16.02707116,16.85724503,0.83017387
2957,2957,0,54,41,0.0000,0.0000,0.0440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0270,0.0200,0.0000,0.0000,0.0000,0.1020,12.61443978,14.30022823,16.62180061,17.53604695,0.91424634
2958,2958,0,54,42,0.0000,0.0020,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0470,0.0080,0.0230,0.0000,0.0000,0.0000,0.0840,13.24534388,14.71380758,17.25270471,17.94962630,0.69692159
2959,2959,0,54,43,0.0000,0.0000,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0010,0.0680,0.0000,0.0000,0.0000,0.1070,14.06817983,15.67900494,18.07554066,18.91482366,0.83928300
2960,2960,0,54,44,0.0000,0.0000,0.0260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0080,0.1060,0.0000,0.0000,0.0000,0.1590,14.39004742,16.05509284,18.39740825,19.29091156,0.89350331
2961,2961,0,54,45,0.0000,0.0050,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0100,0.0910,0.0000,0.0000,0.0000,0.1160,14.68841437,16.37465388,18.69577520,19.61047260,0.91469740
2962,2962,0,54,46,0.0000,0.0020,0.0130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.0000,0.0170,0.0000,0.0000,0.0000,0.0550,15.99739320,17.63501348,20.00475403,20.87083220,0.86607817
2963,2963,0,54,47,0.0000,0.0010,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0050,0.0240,0.0000,0.0000,0.0000,0.0600,16.44438875,18.05828891,20.45174958,21.29410763,0.84235805
2964,2964,0,54,48,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0310,0.0110,0.0720,0.0000,0.0000,0.0000,0.1160,18.07981924,19.69651564,22.08718007,22.93233436,0.84515429
2965,2965,0,54,49,0.0000,0.0060,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0000,0.0520,0.0000,0.0000,0.0000,0.0970,18.24619256,19.94696803,22.25355339,23.18278675,0.92923336
2966,2966,0,54,50,0.0000,0.0060,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0540,0.0010,0.0220,0.0000,0.0000,0.0000,0.0980,19.00171514,20.70874135,23.00907597,23.94456007,0.93548410
2967,2967,0,54,51,0.0000,0.0020,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0740,0.0000,0.0050,0.0000,0.0000,0.0000,0.0990,20.04432624,21.76657805,24.05168707,25.00239677,0.95070970
2968,2968,0,54,52,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0150,0.0110,0.0000,0.0000,0.0000,0.0880,20.13989825,21.77436189,24.14725908,25.01018061,0.86292153
2969,2969,0,54,53,0.0000,0.0000,0.0140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0010,0.0070,0.0000,0.0000,0.0000,0.0310,20.85252757,22.52557726,24.85988840,25.76139598,0.90150758
2970,2970,0,55,0,0.0000,0.3710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0170,0.0100,0.0000,0.0000,0.0000,0.0000,0.3980,-18.31868931,-19.99103619,-14.31132848,-16.75521747,-2.44388899
2971,2971,0,55,1,0.0000,0.3870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.0000,0.0000,0.3990,-17.93424745,-19.58236494,-13.92688662,-16.34654622,-2.41965960
2972,2972,0,55,2,0.0000,0.0000,0.1650,0.0000,0.0000,0.0000,0.0000,0.0000,0.1980,0.0320,0.0000,0.0000,0.0000,0.0000,0.3950,-6.21930525,-6.77850553,-2.21194442,-3.54268681,-1.33074239
2973,2973,0,55,3,0.0000,0.0000,0.1650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.2400,-6.21929544,-6.77850255,-2.21193461,-3.54268383,-1.33074922
2974,2974,0,55,4,0.0000,0.0020,0.1650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0850,0.0020,0.0010,0.0000,0.0000,0.0000,0.2550,-5.84471308,-6.39621071,-1.83735225,-3.16039199,-1.32303974
2975,2975,0,55,5,0.0000,0.0030,0.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0660,0.0040,0.0070,0.0000,0.0000,0.0000,0.2540,-4.82022512,-5.28502183,-0.81286429,-2.04920311,-1.23633882
2976,2976,0,55,6,0.0000,0.0000,0.1420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0420,0.0000,0.0270,0.0000,0.0000,0.0000,0.2110,-4.31725361,-4.86797391,-0.30989278,-1.63215519,-1.32226241
2977,2977,0,55,7,0.0000,0.0000,0.1410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0580,0.0000,0.0040,0.0000,0.0000,0.0000,0.2030,-4.31725284,-4.86797243,-0.30989201,-1.63215371,-1.32226170
2978,2978,0,55,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1160,0.0350,0.0030,0.0000,0.0000,0.0000,0.1540,-3.95645611,-4.48055980,0.05090472,-1.24474108,-1.29564580
2979,2979,0,55,9,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.2190,0.0010,0.0010,0.0000,0.0000,0.0000,0.2260,-3.81454825,-4.48055872,0.19281258,-1.24474000,-1.43755258
2980,2980,0,55,10,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.1610,0.0000,0.0000,0.0000,0.0000,0.0000,0.1660,-3.81454526,-4.35167437,0.19281557,-1.11585565,-1.30867122
2981,2981,0,55,11,0.0000,0.0010,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.2780,0.0020,0.0000,0.0000,0.0000,0.0000,0.3020,-3.39658250,-4.01058033,0.61077833,-0.77476161,-1.38553994
2982,2982,0,55,12,0.0000,0.0000,0.0430,0.0000,0.0000,0.0000,0.0000,0.0000,0.3660,0.0000,0.0000,0.0000,0.0000,0.0000,0.4090,-3.35019299,-3.96923363,0.65716784,-0.73341491,-1.39058275
2983,2983,0,55,13,0.0000,0.0000,0.0430,0.0000,0.0000,0.0000,0.0000,0.0000,0.1260,0.0020,0.0070,0.0000,0.0000,0.0000,0.1780,-3.35018058,-3.96923301,0.65718025,-0.73341429,-1.39059454
2984,2984,0,55,14,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.2910,0.0000,0.0000,0.0000,0.0000,0.0000,0.2920,-3.03332664,-3.69716346,0.97403419,-0.46134474,-1.43537893
2985,2985,0,55,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2340,0.0000,0.0000,0.0000,0.0000,0.0000,0.2340,-3.03332428,-3.69716122,0.97403655,-0.46134250,-1.43537905
2986,2986,0,55,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4200,0.0010,0.0020,0.0000,0.0000,0.0000,0.4230,-2.88667029,-3.51193674,1.12069054,-0.27611802,-1.39680856
2987,2987,0,55,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,-2.88665763,-3.51193593,1.12070320,-0.27611721,-1.39682041
2988,2988,0,55,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.3200,-2.80191578,-3.46332036,1.20544505,-0.22750164,-1.43294669
2989,2989,0,55,19,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.3130,0.0010,0.0000,0.0000,0.0000,0.0000,0.3150,-2.67304916,-3.31169714,1.33431167,-0.07587842,-1.41019009
2990,2990,0,55,20,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0470,-2.67303442,-3.31169535,1.33432641,-0.07587663,-1.41020304
2991,2991,0,55,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3250,0.0000,0.0000,0.0000,0.0000,0.0000,0.3250,-2.59432725,-3.25039065,1.41303358,-0.01457193,-1.42760551
2992,2992,0,55,22,0.0000,0.0060,0.0720,0.0000,0.0000,0.0000,0.0000,0.0000,0.2040,0.0050,0.0020,0.0000,0.0000,0.0000,0.2890,-2.31220928,-2.64691487,1.69515155,0.58890385,-1.10624770
2993,2993,0,55,23,0.0000,0.0000,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0000,0.0240,0.0000,0.0000,0.0000,0.1850,-2.17742281,-2.55788961,1.82993802,0.67792911,-1.15200891
2994,2994,0,55,24,0.0000,0.0000,0.1390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000,0.0040,0.0000,0.0000,0.0000,0.1500,-2.17742085,-2.55788796,1.82993998,0.67793076,-1.15200922
2995,2995,0,55,25,0.0000,0.0000,0.0780,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0840,0.0040,0.0000,0.0000,0.0000,0.3660,-0.70756501,-0.81428482,3.29979582,2.42153390,-0.87826192
2996,2996,0,55,26,0.0000,0.0000,0.0780,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0030,0.0070,0.0000,0.0000,0.0000,0.1880,-0.70755654,-0.81428289,3.29980429,2.42153583,-0.87826846
2997,2997,0,55,27,0.0000,0.0010,0.1290,0.0000,0.0000,0.0000,0.0000,0.0000,0.1050,0.0090,0.0000,0.0000,0.0000,0.0000,0.2440,-0.28010272,-0.38384768,3.72725811,2.85197104,-0.87528707
2998,2998,0,55,28,0.0000,0.0430,0.0720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0740,0.0380,0.0020,0.0000,0.0000,0.0000,0.2290,0.83974767,1.94757655,4.84710850,5.18339527,0.33628677
2999,2999,0,55,29,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0610,0.0040,0.0400,0.0000,0.0000,0.0000,0.1810,3.10171484,4.19881029,7.10907567,7.43462901,0.32555334
3000,3000,0,55,30,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0010,0.0630,0.0000,0.0000,0.0000,0.1550,3.10171604,4.19881234,7.10907687,7.43463106,0.32555419
3001,3001,0,55,31,0.0000,0.0240,0.0390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.0130,0.0210,0.0000,0.0000,0.0000,0.1200,5.22343543,6.71362431,9.23079626,9.94944303,0.71864677
3002,3002,0,55,32,0.0000,0.0000,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0040,0.0220,0.0000,0.0000,0.0000,0.0630,6.56585971,7.99142322,10.57322054,11.22724194,0.65402140
3003,3003,0,55,33,0.0000,0.0000,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.1160,0.0470,0.0000,0.0000,0.0000,0.2050,6.56586365,7.99143119,10.57322448,11.22724991,0.65402543
3004,3004,0,55,34,0.0000,0.0000,0.0560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.1000,0.0810,0.0000,0.0000,0.0000,0.2570,7.94480132,9.53944170,11.95216215,12.77526042,0.82309827
3005,3005,0,55,35,0.0000,0.0000,0.0550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0310,0.0160,0.0120,0.0000,0.0000,0.0000,0.1140,7.94480377,9.53944570,11.95216460,12.77526442,0.82309982
3006,3006,0,55,36,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.1300,0.0000,0.0000,0.0000,0.1360,9.45318217,10.91406286,13.46054300,14.14988158,0.68933858
3007,3007,0,55,37,0.0000,0.0090,0.0570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0190,0.0460,0.0000,0.0000,0.0000,0.1350,10.04500217,11.75944233,14.05236300,14.99526105,0.94289805
3008,3008,0,55,38,0.0000,0.0150,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0030,0.0460,0.0000,0.0000,0.0000,0.1140,10.77293105,12.29298409,14.78029188,15.52880281,0.74851093
3009,3009,0,55,39,0.0000,0.0020,0.0330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0340,0.0630,0.0000,0.0000,0.0000,0.1410,12.08838259,13.75977355,16.09574342,16.99559227,0.89984885
3010,3010,0,55,40,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0350,0.0580,0.0130,0.0000,0.0000,0.0000,0.1060,12.53535213,13.94317526,16.54271296,17.17899398,0.63628102
